Church_Name,Address,Phone_Number,Website,No_of_Member,Ponster_Name
"
        ,
			,
			(,) 
			
        ","
			,
			450 Old Golf Course Rd,
Spencer WV  25276-9182,
USA
        ","
		,Daniel Morikone ",http://spencerwv.adventistchurch.org,"
    	,
			PO Box 549,
Spencer WV  25276-0549,
USA
		","
		,70"
"
        ,
			,
			(,) 
			
        ","
			,
			1910 10th Ave E,
Spencer IA  51301     ,
USA
        ","
        ,712-262-5766
        ",http://spencer24.adventistchurchconnect.org,"
    	,
			PO Box 293,
Spencer IA  51301-0293,
USA
		","
		,74"
"
        ,
			,
			(,) 
			
        ","
			,
			1770 State Road 43 South ,
Spencer IN  47460     ,
USA
        ","
		,Melvin Dale Matthews ",http://spencer23.adventistchurchconnect.org/,"
    	,
			PO Box 28,
Spencer IN  47460-0028,
USA
		","
		,84"
"
        ,
			,
			(,) 
			
        ","
			,
			55 Bluff View Dr,
Spencer TN  38585-3534,
USA
        ","
        ,931-946-2218
        ",http://spenceradventist.org,"
		,77","
		,Harley P Roth "
"
        ,Church (CCH)
        ","
			,
			290 W Highway 14,
Spearfish SD  57783-1151,
USA
        ","
        ,605-642-0874
        ",http://spearfishadventist22.adventistchurchconnect.org,"
		,160","
		,James Patrick Kack "
"
        ,
			,
			(,) 
			
        ","
			,
			3530 New Cut Rd,
Inman SC  29349-7523,
USA
        ","
		,Jose Montenegro ",http://www.luzparahoy.com,"
    	,
			3530 New Cut Rd,
Inman SC  29349-7523,
USA
		","
		,302"
"
        ,
			,   ,: UTC-5
		","
			,
			1217 John B White Sr Blvd,
Spartanburg SC  29306-3923,
USA
        ","
		,Donovan A Davis ",http://www.spartanburgsda.com,"
    	,
			1217 John B White Sr Blvd,
Spartanburg SC  29306-3923,
USA
		","
		,692"
"
        ,Wednesday, May 9, 2012
        ","
			,
			209 Alexander Ave,
Spartanburg SC  29306-3501,
USA
        ","
        ,864-585-7499
        ",http://spartanburgshiloh22.adventistchurchconnect.org,"
		,77","
		,Marquis Jackson "
,"
			,
			144 Churchill Dr,
Sparta TN  38583-1525,
USA
        ","
		,
			,
			
		",http://spartaworshipcenter.org,"
		,Harley P Roth ","
        ,
        "
"
        ,
			,
			(,) 
			
        ","
			,
			560 S State St,
Sparta MI  49345-1547,
USA
        ","
		,Dan McGrath ",http://sparta22.adventistchurchconnect.org,"
    	,
			PO Box 185,
Sparta MI  49345-0185,
USA
		","
		,58"
"
        ,
			,
			(,) 
			
        ","
			,
			903 North St,
Sparta WI  54656-1523,
USA
        ","
		,Michael Ross Ehm ",http://sparta23.adventistchurchconnect.org,"
    	,
			PO Box 295,
Sparta WI  54656-0295,
USA
		","
		,59"
,"
			,
			612 N Water St,
Sparta WI  54656-1109,
USA
        ","
		,
			,
			
		",http://spartahispanicwi.adventistchurch.org,"
		,Evelio Miranda ","
        ,
        "
"
        ,Wednesday, April 22, 2015
        ","
			,
			2990 Rock Blvd,
Sparks NV  89431-1874,
USA
        ","
        ,
        ",http://www.sparkssdachurch.com,"
		,334","
        ,775-331-4332
        "
"
        ,
			,
			(,) 
			
        ","
			,
			1815 Bridge St,
Los Angeles CA  90033-1626,
USA
        ","
		,Carlos Acosta ",http://www.spanishamericanchurch.org,"
    	,
			PO Box 33166,
Los Angeles CA  90033-0166,
USA
		","
		,584"
"
        ,
			,
			(,) 
			
        ","
			,
			15760 Wolf Rd,
Orland Park IL  60467-4544,
USA
        ","
		,Adrian Amarandei ",http://southwest22.adventistchurchconnect.org,"
    	,
			15760 Wolf Rd,
Orland Park IL  60467-4544,
USA
		","
		,112"
"
        ,
			,
			(,) 
			
        ","
			,
			1220 S 58th St,
Philadelphia PA  19143-3911,
USA
        ","
        ,215-748-4114
        ",http://www.swpsda.org,"
		,281","
		,E. Earl Blackwell "
"
        ,
			,
			(,) 
			
        ","
			,
			House of Prayer Lutheran Church,
7625 Chicago Ave,
Minneapolis MN  55423-4451,
USA
        ","
		,Sean Lee ",http://www.southviewsda.org/,"
    	,
			Robin Trana,
973 Carmel Ct,
Shoreview MN  55126-5881,
USA
		","
		,556"
"
        ,Church (CCH)
        ","
			,
			4801 Shelbyville Rd,
Indianapolis IN  46237-1914,
USA
        ","
        ,317-786-7002
        ",http://www.southsideadventist.org,"
		,219","
		,David Tenold "
"
        ,Monday, October 31, 2016
        ","
			,
			7209 S Puget Sound Ave,
Tacoma WA  98409-3917,
USA
        ","
		,Fred Toailoa ",http://southsidesamoanwa.adventistchurch.org,"
    	,
			C/O Fred Toailoa - Pastor,
PO Box 4939,
Spanaway WA  98387-4062,
USA
		","
		,74"
"
        ,Tuesday, November 27, 2018
        ","
			,
			5200 W Loomis Rd,
Greendale WI  53129-1408,
USA
        ","
        ,
        ",http://www.milwaukee23.adventistchurchconnect.org,"
		,59","
		,Sheldon Bryan "
"
        ,Church (CCH)
        ","
			,
			1145 W Wisconsin Ave,
Southern Pines NC  28387-4429,
USA
        ","
        ,910-692-4087
        ",http://southernpines22.adventistchurchconnect.org,"
		,13","
		,Randy Curtis "
"
        ,
			,
			(,) 
			
        ","
			,
			1006 Thomas St,
Key West FL  33040-7515,
USA
        ","
        ,305-294-4077
        ",http://southernmost22.adventistchurchconnect.org,"
    	,
			PO Box 4702,
Key West FL  33041-4702,
USA
		","
		,48"
"
        ,
			,
			,
        ","
			,
			5440 McDonald Rd,
McDonald TN  37353-4053,
USA
        ","
		,Jeff Jordan ",http://deafchurchonline.org,"
    	,
			PO Box 1606,
Collegedale TN  37315-1606,
USA
		","
		,76"
"
        ,
			,
			,
        ","
			,
			2001 E Randolph Rd,
Silver Spring MD  20904-1645,
USA
        ","
			,
		,Paul Asir Abraham  (Pastor - Associate),
 Gerald Christo  (Pastor - Associate),
 John K Daniel  (Pastor - Associate)
        ",http://www.sasdac.org,"
		,899","
		,Franklin G David "
"
        ,Tuesday, August 21, 2018
        ","
			,
			7201 43rd Ave,
Woodside NY  11377-3949,
USA
        ","
        ,718-672-9875
        ",http://southernasianny.adventistchurch.org,"
		,62","
		,Bledi Leno "
"
        ,
			,
			(,) 
			
        ","
			,
			1207 W Cypress Ave,
Redlands CA  92373-5725,
USA
        ","
		,Samuel R Shadrach ",http://www.sasdacc.org,"
    	,
			PO Box 1094,
Loma Linda CA  92354-1094,
USA
		","
		,34"
"
        ,
			,
			(,) 
			
        ","
			,
			16602 Tarkington Ave,
Cleveland OH  44128-3750,
USA
        ","
        ,216-662-3080
        ",http://www.se7day.org,"
		,645","
		,Jerome M Hurst "
,"
			,
			20400 1st Pl S,
Des Moines WA  98198-2886,
USA
        ","
        ,
        ",http://www.southcentersda.org,"
		,108","
		,Eddie General "
"
        ,
			,
			(,) 
			
        ","
			,
			503 N Main St,
South West City MO  64863-9490,
USA
        ","
		,Gilberto Luis Moral ",http://southwestcityspanishmo.adventistchurch.org,"
    	,
			c/o Elder Gilberto Moral,
900 S Bridle Ln Apt C,
Monett MO  65708-9528,
USA
		","
		,58"
"
        ,
			,
			,
        ","
			,
			230 S 94th St,
Tacoma WA  98444-6251,
USA
        ","
		,Benjamin Orian ",http://stafonline.org,"
    	,
			230 S 94th St,
Tacoma WA  98444-6251,
USA
		","
		,341"
"
        ,
			,
			(,) 
			
        ","
			,
			2712 N 143rd Ave,
Omaha NE  68164-3029,
USA
        ","
		,Gatwech Tip Goding ",http://southsudanesene.adventistchurch.org,"
    	,
			C/O Pastor Bern Yuot,
7975 Bondesson St,
Omaha NE  68122-4093,
USA
		","
		,56"
"
        ,
			,   ,: UTC-8
		","
			,
			209 Country Club Dr,
South San Francisco CA  94080-5711,
USA
        ","
		,Manuao P Mauia ",http://southsfsamoan.org,"
    	,
			PO Box 1270,
San Bruno CA  94066-7270,
USA
		","
		,155"
"
        ,
			,
			(,) 
			
        ","
			,
			540 Miller Ave,
South San Francisco CA  94080-2664,
USA
        ","
        ,559-909-9357
        ",http://sosanfranciscolatinamer22.adventistchurchconnect.org,"
		,145","
		,Ricardo Wainz "
"
		,
		","
			,
			Philadelphia Praise Center,
1701 McKean St,
Philadelphia PA  19145-2913,
USA
        ","
		,
			,
			
		",,"
		,73","
		,Wilfred Malave "
"
        ,
			,
			(,) 
			
        ","
			,
			P.O..Box 110475,
414 S Park Rd SW,
Birmingham AL  35211-3106,
USA
        ","
        ,205-925-5280
        ",http://southpark22.adventistchurchconnect.org,"
		,424","
		,Michael Lewis "
"
        ,
			,
			(,) 
			
        ","
			,
			12002 140th St,
South Ozone Park NY  11436-1421,
USA
        ","
        ,718-322-9210
        ",http://www.southozonepark.org,"
		,315","
		,Trevor H. C. Baker "
"
        ,Church (CCH)
        ","
			,
			5721 S Texas Ave,
Orlando FL  32839-3815,
USA
        ","
		,Abraham Guerrero Romero ",http://southorlandospanish22.adventistchurchconnect.org,"
    	,
			PO Box 771200,
Orlando FL  32877-1200,
USA
		","
		,131"
"
        ,Church (CCH)
        ","
			,
			1112 W Oak Ridge Rd,
Orlando FL  32809-4712,
USA
        ","
        ,407-855-8722
        ",http://www.southorlando22.adventistchurchconnect.org/,"
		,146","
		,Alexander Vaz "
"
        ,Church (CCH)
        ","
			,
			4032 Harrison Street,
Omaha NE  68147,
USA
        ","
        ,
			,
			
        ",http://southomaha22.adventistchurchconnect.org,"
		,187","
        ,402-714-6473
        "
"
        ,
			,
			(,) 
			
        ","
			,
			3215 S Kentucky Ave,
Oklahoma City OK  73119-2226,
USA
        ","
		,Moises Kindelan ",http://oklahomacitysouthspanish22.adventistchurchconnect.org,"
    	,
			900 N Bradley Ave,
Oklahoma City OK  73127-5008,
USA
		","
		,54"
"
		,
		","
			,
			72 Scott Rd,
Newbury VT  05051,
USA
        ","
        ,
        ",http://www.southnewburysda.org/,"
    	,
			C/O Wayne Moulton,
47 Taplin Hill Rd,
East Corinth VT  05040-9795,
USA
		","
		,16"
"
        ,
			,
			(,) 
			
        ","
			,
			244 Tusculum Rd,
Antioch TN  37013-4067,
USA
        ","
        ,615-425-0282
        ",http://southnashvillesda.org,"
		,383","
		,Keenan West "
"
        ,Church (CCH)
        ","
			,
			7319 Southside Dr,
Louisville KY  40214-3731,
USA
        ","
        ,502-361-2421
        ",http://southlouisvillesda.org/,"
		,320","
		,Brian Hadley "
"
        ,Tuesday, February 13, 2018
        ","
			,
			PO Box 121062,
Clermont FL  34712-1062,
USA
        ","
        ,352-877-1373
        ",http://southlakefl.adventistchurch.org,"
		,51","
		,Lewis W. Edwards "
"
        ,Church (CCH)
        ","
			,
			5125A Robinson Rd,
Jackson MS  39204-4133,
USA
        ","
        ,601-373-7600
        ",http://southjackson22.adventistchurchconnect.org,"
		,171","
		,Michael Mickens "
"
        ,Church (CCH)
        ","
			,
			1852 W 34th Pl,
Chicago IL  60608-6814,
USA
        ","
        ,312-940-3902
        ",http://southhispanicil.adventistchurch.org,"
		,298","
		,Gilberto Bahena "
"
        ,Friday, February 16, 2018
        ","
			,
			1710 N Mecklenburg Ave,
La Crosse VA  23950-1718,
USA
        ","
        ,
			,
			
        ",http://southhillbiblestudycenterva.adventistchurch.org,"
    	,
			PO Box 324,
La Crosse VA  23950-0324,
USA
		","
        ,434-774-9012
        "
"
        ,Church (CCH)
        ","
			,
			157 Blue Star Hwy,
South Haven MI  49090-8610,
USA
        ","
        ,
			,
			
        ",http://southhaven22.adventistchurchconnect.org,"
		,71","
        ,269-637-4440
        "
"
        ,
			,
			(,) 
			
        ","
			,
			3231 Minnesota Ave,
Lynwood CA  90262-1510,
USA
        ","
        ,323-564-1590
        ",http://Southgatesda.webs.com,"
		,286","
		,Saul Aispuro "
"
		,
		","
			,
			726 Broadway St,
South Fulton TN  38257-2489,
USA
        ","
        ,
        ",http://southfultontn.adventistchurch.org,"
		,32","
		,Charles Kohley "
"
        ,Tuesday, March 31, 2015
        ","
			,
			536 S Fountain Ave,
Springfield OH  45506-2224,
USA
        ","
        ,
        ",http://southfountainavenue22.adventistchurchconnect.org,"
		,44","
        ,937-323-2708
        "
"
        ,
			,
			(,) 
			
        ","
			,
			7100 Texas Rd,
Fort Smith AR  72908-8045,
USA
        ","
		,Ramiro Alvarez ",http://southfortsmithspanishar.adventistchurch.org,"
    	,
			PO Box 4232,
Fort Smith AR  72914-4232,
USA
		","
		,63"
"
        ,Church (CCH)
        ","
			,
			1467 E Maple Ave,
Burton MI  48529-2059,
USA
        ","
        ,810-743-9340
        ",http://www.southflintsda.org,"
		,99","
		,Christien Hodet "
"
        ,
			,
			(,) 
			
        ","
			,
			311 Virginia Ave,
Columbia MS  39429-3531,
USA
        ","
		,Jason McCracken ",http://southcolumbia22.adventistchurchconnect.org,"
    	,
			C/O Fran McKnight,
311 Virginia Ave,
Columbia MS  39429-3531,
USA
		","
		,69"
"
        ,
			,
			(,) 
			
        ","
			,
			2020 W Liberty Rd,
Westminster MD  21157-7906,
USA
        ","
		,Van Sailo ",http://southcarrollsda.org,"
    	,
			PO Box 1249,
Sykesville MD  21784-1249,
USA
		","
		,69"
"
        ,Church (CCH)
        ","
			,
			42 Prospect Pl,
Brooklyn NY  11217-2803,
USA
        ","
        ,718-783-1662
        ",http://southbrooklynspanish22.adventistchurchconnect.org,"
		,202","
		,Arnaldo Ciccopiedi "
"
        ,Church (CCH)
        ","
			,
			1313 Bedford Ave,
Brooklyn NY  11216-2928,
USA
        ","
        ,718-363-2147
        ",http://www.southbrooklynsda.org/,"
		,188","
		,Jude Francis "
"
        ,Church (CCH)
        ","
			,
			1418 Crotona Ave,
Bronx NY  10456-2204,
USA
        ","
        ,718-860-6515
        ",http://southbronx22.adventistchurchconnect.org,"
		,89","
		,Reginald Chery "
"
        ,
			,
			,
        ","
			,
			8465 Babcock St SE,
Palm Bay FL  32909-6441,
USA
        ","
		,Lenworth McLean ",http://southbrevard22.adventistchurchconnect.org,"
    	,
			PO Box 100434,
Palm Bay FL  32910-0434,
USA
		","
		,154"
"
        ,Tuesday, May 15, 2018
        ","
			,
			1617 Jeffress Blvd,
South Boston VA  24592-1746,
USA
        ","
        ,
        ",http://southbostonva.adventistchurch.org,"
		,25","
		,Luis Jr Beltre "
"
        ,Tuesday, November 4, 2014
        ","
			,
			54301 Maple Lane Ave,
South Bend IN  46635-1624,
USA
        ","
        ,574-271-7378
        ",http://pfsda.org,"
		,157","
		,Earl Baldwin "
"
        ,
			,
			(,) 
			
        ","
			,
			156 S Lombardy Dr,
South Bend IN  46619-1758,
USA
        ","
		,Leonardo Castillo ",http://southbendhispanicin.adventistchurch.org,"
    	,
			156 S Lombardy Dr,
South Bend IN  46619-1758,
USA
		","
		,154"
"
        ,
			,
			,
        ","
			,
			1936 Altgeld St,
South Bend IN  46614-1606,
USA
        ","
			,
		,Jared Nudd  (Pastor - Assistant)
        ",http://www.sbadventist.org ,"
		,662","
		,Throstur Thordarson "
"
        ,Church (CCH)
        ","
			,
			601 W Colfax Ave,
South Bend IN  46601-1401,
USA
        ","
        ,574-234-2784
        ",http://berean26.adventistchurchconnect.org,"
		,479","
		,Julius R. Everett Sr."
"
        ,
			,
			(,) 
			
        ","
			,
			401 S Prospect Ave,
Redondo Beach CA  90277-3940,
USA
        ","
        ,310-214-3123
        ",http://www.southbaychurch.net,"
		,250","
		,John F Jenson "
"
        ,
			,
			(,) 
			
        ","
			,
			1904 Silverwood Ave,
Mountain View CA  94043-4405,
USA
        ","
        ,650-940-1062
        ",http://sbcsda.com,"
		,104","
		,Samuel Hsiao "
"
        ,Church (CCH)
        ","
			,
			Pilgrim United Methodist Church,
4325 Zachary Ln N,
Plymouth MN  55442-2801,
USA
        ","
		,Valeriy Ruchko ",http://sourceofliferussian22.adventistchurchconnect.org,"
    	,
			C/O Pastor Valeriey Ruchko,
14721 Erkium St NW,
Ramsey MN  55303-5109,
USA
		","
		,105"
"
        ,Church (CCH)
        ","
			,
			1822 Lacombe Ave,
Bronx NY  10473-3633,
USA
        ","
        ,718-842-7373
        ",http://soundviewspanishny.adventistchurch.org,"
		,234","
		,Juan Cordero "
"
        ,
			,
			(,) 
			
        ","
			,
			PO Box 340,
Soso MS  39480-0340,
USA
        ","
		,Meshach Mauia ",http://soso22.adventistchurchconnect.org,"
    	,
			PO Box 340,
Soso MS  39480-0340,
USA
		","
		,81"
"
        ,Company (CCO)
        ","
			,
			30028 Orange Ave,
Sorrento FL  32776-8835,
USA
        ","
        ,407-493-9635
        ",http://sorrentospanishfl.adventistchurch.org/,"
    	,
			PO Box 1748,
Sorrento FL  32776-1748,
USA
		","
		,103"
"
        ,Church (CCH)
        ","
			,
			2501 Porter St,
Soquel CA  95073-2418,
USA
        ","
        ,
			,
			
        ",http://soquelsda.adventistfaith.org/,"
		,170","
		,Alexander Ramirez "
"
        ,Church (CCH)
        ","
			,
			434 Oak St,
Central Point OR  97502-2431,
USA
        ","
        ,541-727-7297
        ",http://sonrisesda.com,"
		,77","
        ,541-618-8400
        "
"
		,
		","
			,
			76 Ramon St,
Sonoma CA  95476-5466,
USA
        ","
        ,
        ",http://sonomaspanishca.adventistchurch.org,"
		,7","
		,Ezequiel Osorio "
"
        ,
			,
			(,) 
			
        ","
			,
			20575 Broadway,
Sonoma CA  95476-7590,
USA
        ","
        ,707-996-2008
        ",http://sonomasdachurch.com,"
		,48","
		,Matt Mattzela "
"
        ,
			,
			(,) 
			
        ","
			,
			41 N Middaugh St,
Somerville NJ  08876-1806,
USA
        ","
        ,787.464.8753
        ",http://somervillespanishnj.adventistchurch.org,"
		,216","
		,Anthony Baffi "
"
        ,Monday, October 31, 2016
        ","
			,
			75 Fern Rd,
Somerville TN  38068-5805,
USA
        ","
		,Steven Gallimore ",http://somervilletn.adventistchurch.org,"
    	,
			PO Box 424,
Somerville TN  38068-0424,
USA
		","
		,16"
"
        ,Tuesday, November 20, 2018
        ","
			,
			660 W Bourbon Rd,
Somerset KY  42503-4183,
USA
        ","
        ,606-678-9192
        ",http://somerset24.adventistchurchconnect.org,"
		,127","
		,David Clark "
"
        ,Thursday, July 28, 2016
        ","
			,
			104B E Summitt Dr,
Somerset KY  42501-4207,
USA
        ","
        ,
        ",http://somersethispanicky.adventistchurch.org,"
		,29","
		,Elim Lopez "
"
        ,
			,
			(,) 
			
        ","
			,
			4955 Rose Ave,
Orlando FL  32808-5950,
USA
        ","
        ,407-291-3073
        ",http://pinehills22.adventistchurchconnect.org,"
		,555","
        ,407-291-4816
        "
"
        ,Church (CCH)
        ","
			,
			3425 9th St S,
Arlington VA  22204-1503,
USA
        ","
        ,703-979-4860
        ",http://www.solidrocksda.com,"
		,213","
		,Vince MacIsaac "
"
        ,
			,
			,
        ","
			,
			5205 Rockaway Beach Blvd,
Far Rockaway NY  11691-1134,
USA
        ","
		,Lawrence Brown ",http://www.solidrocksda.org,"
    	,
			PO Box 920378,
Arverne NY  11692-0378,
USA
		","
		,358"
"
        ,Group (CG)
        ","
			,
			274 Kidder St,
Soledad CA  93960-2615,
USA
        ","
        ,
			,
			
        ",http://soledadhispanicca.adventistchurch.org,"
    	,
			46 Villa St,
Salinas CA  93901-1646,
USA
		","
        ,831-435-6698
        "
"
        ,
			,
			(,) 
			
        ","
			,
			9612 Dayton Pike,
Soddy Daisy TN  37379-4754,
USA
        ","
		,Hector Hernandez ",http://soddydaisyhispanictn.adventistchurch.org,"
    	,
			7724 Mouse Creek Rd NW,
Cleveland TN  37312-6302,
USA
		","
		,27"
"
        ,
			,
			(,) 
			
        ","
			,
			218 Garfield St,
Socorro NM  87801-4530,
USA
        ","
		,Nehemias Basit ",http://socorrobilingualnm.adventistchurch.org,"
    	,
			PO Box 223,
Socorro NM  87801-0223,
USA
		","
		,41"
"
        ,Monday, January 14, 2019
        ","
			,
			8090 E Concho Hwy,
Snowflake AZ  85937-5964,
USA
        ","
        ,
        ",http://snowflakeaz.adventistchurch.org,"
    	,
			8090 E Concho Hwy,
Snowflake AZ  85937-5964,
USA
		","
        ,928-241-1772
        "
"
        ,
			,
			(,) 
			
        ","
			,
			505 Avenue D,
Snohomish WA  98290-2329,
USA
        ","
		,Ronald J Preast ",http://snohomish22.adventistchurchconnect.org/,"
    	,
			505 Avenue D,
Snohomish WA  98290-2329,
USA
		","
		,73"
"
        ,Church (CCH)
        ","
			,
			4615 Lenora Church Road,
Snellville GA  30039     ,
USA
        ","
        ,770-331-5725
        ",http://snellvillehopetabernaclega.adventistchurch.org,"
		,206","
		,Frank Harrell Sr"
"
        ,Tuesday, July 3, 2018
        ","
			,
			15201 NW 7th Ave,
Miami FL  33169-6203,
USA
        ","
		,Luc Pierre ",http://smyrneofmiamifl.adventistchurch.org,"
    	,
			PO Box 692990,
Miami FL  33269-2990,
USA
		","
		,139"
"
        ,
			,
			(,) 
			
        ","
			,
			3008 US Highway 17 N,
Winter Haven FL  33880     ,
USA
        ","
		,Moise F. Bertresse ",http://smyrnehaitian22.adventistchurchconnect.org,"
    	,
			PO Box 7393,
Winter Haven FL  33883-7393,
USA
		","
		,163"
"
        ,
			,
			(,) 
			
        ","
			,
			9001 Avenue B,
Brooklyn NY  11236-1235,
USA
        ","
        ,718-385-2468
        ",http://smyrnefrenchmission22.adventistchurchconnect.org,"
		,137","
		,Jean Jude Lors "
"
		,
		","
			,
			606 Spur 515,
Navasota TX  77868-4810,
USA
        ","
        ,936.825.3412
        ",http://smyrna32.adventistchurchconnect.org,"
		,65","
		,Montes Estinphil "
"
        ,Church (CCH)
        ","
			,
			4411 Leffingwell St,
Houston TX  77026-3428,
USA
        ","
		,Hardden Weech ",http://smyrna29.adventistchurchconnect.org,"
    	,
			PO Box 21678,
Houston TX  77226-1678,
USA
		","
		,85"
"
        ,
			,
			(,) 
			
        ","
			,
			916 Richmond Dr,
Alexandria LA  71302-5134,
USA
        ","
		,Christopher Manuel ",http://smyrna27.adventistchurchconnect.org,"
    	,
			PO Box 6408,
Alexandria LA  71307-6408,
USA
		","
		,202"
"
        ,Friday, December 1, 2017
        ","
			,
			3740 Meridian St N,
Huntsville AL  35811-1116,
USA
        ","
        ,256-536-0550
        ",http://smyrna26.adventistchurchconnect.org,"
		,46","
		,Auldwin Humphrey "
"
        ,Church (CCH)
        ","
			,
			4394 W Washington Blvd,
Los Angeles CA  90016-1846,
USA
        ","
        ,323-419-0538
        ",http://smyrnasdala.com,"
		,260","
        ,323-732-4464
        "
"
        ,Church (CCH)
        ","
			,
			911 Taylor St,
Lynchburg VA  24504-3330,
USA
        ","
        ,
			,
			
        ",http://smyrnava.securelytransact.com/,"
		,99","
        ,434-845-3623
        "
"
        ,Monday, November 27, 2017
        ","
			,
			271 Jefferson Pike,
La Vergne TN  37086-3045,
USA
        ","
        ,
        ",http://smyrnahispanictn.adventistchurch.org,"
		,143","
		,Carlos Pinto "
"
        ,
			,
			(,) 
			
        ","
			,
			810 Church St SE,
Smyrna GA  30080-3510,
USA
        ","
        ,770-434-4548
        ",http://www.sdashiloh.org,"
		,436","
		,Harold Thomas III "
"
        ,
			,
			(,) 
			
        ","
			,
			1151 Winfield Dunn Pkwy,
Sevierville TN  37876-5526,
USA
        ","
		,Daniel Romanov ",http://smokymountainsdachurch.org,"
    	,
			PO Box 628,
Kodak TN  37764-0628,
USA
		","
		,120"
"
        ,Church (CCH)
        ","
			,
			1417 Midway Rd,
Smithville TN  37166-7052,
USA
        ","
		,Dennis Clark ",http://smithvilletn.adventistchurch.org,"
    	,
			C/O Mary Osment,
3109 Mason Grissom Rd,
Rock Island TN  38581-3815,
USA
		","
		,35"
,"
			,
			44 Gibson St,
Smithton, Tasmania  7330,
Australia
        ","
        ,
			,
			,
        ",,"
		,17","
        ,0408569125
        "
"
        ,Company (CCO)
        ","
			,
			Smithsburg Valley Baptist Church,
13313 Wolfsville Rd,
Smithsburg MD  21783-9320,
USA
        ","
		,To Be Determined ",http://www.smithsburgvalley22.adventistchurchconnect.org,"
    	,
			PO Box 219,
Smithsburg MD  21783-0219,
USA
		","
		,24"
"
        ,Wednesday, January 16, 2019
        ","
			,
			121 Packing Plant Rd,
Smithfield NC  27577-9479,
USA
        ","
        ,(910) 305-4533
        ",http://smithfieldhispanicnc.adventistchurch.org,"
		,98","
		,Luis Espinosa "
"
        ,Wednesday, February 14, 2018
        ","
			,
			813 S 5th St,
Smithfield NC  27577-4337,
USA
        ","
        ,919-934-8313
        ",http://smithfieldfirstnc.adventistchurch.org,"
		,31","
		,Gregg Robinzine "
"
        ,Church (CCH)
        ","
			,
			10802 Moneta Rd,
Moneta VA  24121,
USA
        ","
        ,540-296-2225
        ",http://smithmountainlake22.adventistchurchconnect.org,"
    	,
			PO Box 538,
Moneta VA  24121-0538,
USA
		","
		,64"
"
        ,Tuesday, December 4, 2018
        ","
			,
			966 Blue Ridge Trl,
Wapwallopen PA  18660-8810,
USA
        ","
		,M. Moses Andrade ",http://slocum22.adventistchurchconnect.org,"
    	,
			966 Blue Ridge Trl,
Wapwallopen PA  18660-8810,
USA
		","
		,36"
"
        ,
			,
			,
        ","
			,
			7700 Carroll Ave,
Takoma Park MD  20912-7707,
USA
        ","
			,
		,Richard Castillo  (Pastor - Associate),
 Pranitha Fielder  (Pastor - Associate),
 Joseph Khabbaz  (Pastor - Associate),
 Donald Wellesley McFarlane  (Pastor - Associate),
 Cheryl Wilson-Bridges  (Pastor - Associate)
        ",http://www.sligochurch.org,"
		,2944","
		,Charles A. Tapp "
"
        ,
			,
			(,) 
			
        ","
			,
			2448 Gause Blvd W,
Slidell LA  70460-6502,
USA
        ","
		,Cecil Harlin ",http://slidell22.adventistchurchconnect.org,"
    	,
			PO Box 753,
Slidell LA  70459-0753,
USA
		","
		,252"
"
        ,Monday, July 9, 2018
        ","
			,
			1613 Halibut Point Rd,
Sitka AK  99835-7010,
USA
        ","
        ,907-747-8855
        ",http://sitka22.adventistchurchconnect.org,"
    	,
			1613 Halibut Point Rd,
Sitka AK  99835-7010,
USA
		","
		,68"
"
        ,Church (CCH)
        ","
			,
			386 N Fir St,
Sisters OR  97759-2615,
USA
        ","
		,Norman Versteeg ",http://sistersor.adventistchurch.org,"
    	,
			PO Box 644,
Sisters OR  97759-0644,
USA
		","
		,39"
"
        ,Church (CCH)
        ","
			,
			7100 E 26th St,
Sioux Falls SD  57110-6478,
USA
        ","
        ,605-333-0079
        ",http://siouxfallsadventistchurch.org,"
		,306","
		,Dragos Profir "
"
        ,Church (CCH)
        ","
			,
			3636 Aspenwood St,
Sioux City IA  51104-2343,
USA
        ","
        ,
			,
			
        ",http://www.siouxcity22.adventistchurchconnect.org,"
		,91","
        ,712-255-9482
        "
"
        ,Thursday, January 17, 2019
        ","
			,
			1122 Jackson St,
Sioux City IA  51105-1433,
USA
        ","
        ,
			,
			
        ",http://siouxcityhispanicia.adventistchurch.org,"
		,35","
        ,712-444-0273
        "
"
        ,
			,
			(,) 
			
        ","
			,
			PO Box 45514,
Somerville MA  02145-0008,
USA
        ","
		,Samuel Jerome ",http://sionsdachurch.org,"
    	,
			PO Box 45514,
Somerville MA  02145-0008,
USA
		","
		,75"
"
		,
		","
			,
			3230 E Charleston Blvd Ste 104,
Las Vegas NV  89104-6625,
USA
        ","
        ,
        ",http://sioniglesianv.adventistchurch.org,"
    	,
			c/o Pastor Pozo,
208 Summit Creek Ave,
N Las Vegas NV  89031-6859,
USA
		","
		,0"
"
        ,
			,
			(,) 
			
        ","
			,
			468 14th Ave,
Newark NJ  07106-2202,
USA
        ","
		,Ismael Nunez ",http://sionspanish22.adventistchurchconnect.org,"
    	,
			Geovani Salvador,
1090 Louisa St,
Elizabeth NJ  07201-1602,
USA
		","
		,161"
"
        ,Church (CCH)
        ","
			,
			380 W Chestnut St,
Brockton MA  02301-6231,
USA
        ","
        ,781-568-0019
        ",http://sinaihaitianma.adventistchurch.org,"
		,104","
		,Yves Francis "
